ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,EventMedal
74485,John Devlin Mann,Male,31.0,199.0,113.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Did Not Place'],Water Polo: Did Not Place
74639,Simone Ashley Manuel,Female,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 100 metres Medley Relay', '4 x 100 metres Freestyle Relay', '50 metres Freestyle', '100 metres Freestyle']","['Silver', 'Gold']",4 x 100 metres Medley Relay: Gold; 4 x 100 metres Freestyle Relay: Silver; 100 metres Freestyle: Gold; 50 metres Freestyle: Silver
74950,Melanie Margalis,Female,24.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 200 metres Freestyle Relay', '200 metres Individual Medley']","['Did Not Place', 'Gold']",200 metres Individual Medley: Did Not Place; 4 x 200 metres Freestyle Relay: Gold
75285,Helen Louise Maroulis,Female,24.0,163.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"['Featherweight, Freestyle']",['Gold'],"Featherweight, Freestyle: Gold"
75468,Adrienne Elizabeth  Martelli,Female,28.0,186.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Quadruple Sculls'],['Did Not Place'],Quadruple Sculls: Did Not Place
75538,Boyd Martin,Male,36.0,188.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"['ixed Three-Day Event, Team', 'ixed Three-Day Event, Individual']",['Did Not Place'],"ixed Three-Day Event, Individual: Did Not Place; ixed Three-Day Event, Team: Did Not Place"
75698,Brenda Martinez,Female,28.0,170.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['1,500 metres']",['Did Not Place'],"1,500 metres: Did Not Place"
76230,Alexander Chen Massialas,Male,22.0,188.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['Foil, Team', 'Foil, Individual']","['Silver', 'Bronze']","Foil, Individual: Silver; Foil, Team: Bronze"
76407,Courtney Lynn Kaiulani  Mathewson,Female,29.0,171.0,69.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
76644,Bethanie Lynn Mattek-Sands,Female,31.0,168.0,66.0,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,"['ixed Doubles', 'Doubles']","['Did Not Place', 'Gold']",ixed Doubles: Gold; Doubles: Did Not Place
76993,Mikaela Joslin Mayer,Female,26.0,175.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,['Lightweight'],['Did Not Place'],Lightweight: Did Not Place
77390,Francena Lynette McCorory,Female,27.0,171.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['4 x 400 metres Relay'],['Gold'],4 x 400 metres Relay: Gold
77394,Angel Lajuane McCoughtry,Female,29.0,185.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
77425,Conor McCullough,Male,25.0,196.0,107.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Hammer Throw'],['Did Not Place'],Hammer Throw: Did Not Place
77508,Devin McEwan,Male,31.0,178.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"['Canadian Doubles, Slalom']",['Did Not Place'],"Canadian Doubles, Slalom: Did Not Place"
77543,Natalie McGiffert,Female,19.0,160.0,44.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,['Group'],['Did Not Place'],Group: Did Not Place
77782,Sydney McLaughlin,Female,16.0,175.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['400 metres Hurdles'],['Did Not Place'],400 metres Hurdles: Did Not Place
77907,"Stuart ""Stu"" McNay",Male,35.0,171.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['Two Person Dinghy'],['Did Not Place'],Two Person Dinghy: Did Not Place
77932,Michael McPhail,Male,34.0,183.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"['Small-Bore Rifle, Prone, 50 metres']",['Did Not Place'],"Small-Bore Rifle, Prone, 50 metres: Did Not Place"
77939,Inika McPherson,Female,29.0,165.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['High Jump'],['Did Not Place'],High Jump: Did Not Place
77940,Paige Arielle McPherson,Female,25.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,['Welterweight'],['Did Not Place'],Welterweight: Did Not Place
77950,Tony McQuay,Male,26.0,181.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['4 x 400 metres Relay'],['Gold'],4 x 400 metres Relay: Gold
77983,Hassan Mead,Male,25.0,188.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['5,000 metres']",['Did Not Place'],"5,000 metres: Did Not Place"
78267,"Catherine Michelle ""Katie"" Meili",Female,25.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 100 metres Medley Relay', '100 metres Breaststroke']","['Bronze', 'Gold']",4 x 100 metres Medley Relay: Gold; 100 metres Breaststroke: Bronze
78281,Gerek Lin Meinhardt,Male,26.0,183.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['Foil, Team', 'Foil, Individual']","['Did Not Place', 'Bronze']","Foil, Individual: Did Not Place; Foil, Team: Bronze"
78531,Miranda Melville,Female,27.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['20 kilometres Walk'],['Did Not Place'],20 kilometres Walk: Did Not Place
78964,LaShawn Merritt,Male,30.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['400 metres', '4 x 400 metres Relay', '200 metres']","['Gold', 'Did Not Place', 'Bronze']",400 metres: Bronze; 200 metres: Did Not Place; 4 x 400 metres Relay: Gold
79447,Maria Lynn Michta-Coffey,Female,30.0,166.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['20 kilometres Walk'],['Did Not Place'],20 kilometres Walk: Did Not Place
79722,"Samuel Anthony ""Sam"" Mikulak",Male,23.0,165.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,"['Individual All-Around', 'Rings', 'Team All-Around', 'Floor Exercise', 'Horizontal Bar', 'Parallel Bars', 'Pommelled Horse']",['Did Not Place'],Team All-Around: Did Not Place; Floor Exercise: Did Not Place; Pommelled Horse: Did Not Place; Individual All-Around: Did Not Place; Rings: Did Not Place; Horizontal Bar: Did Not Place; Parallel Bars: Did Not Place
79803,Emil Ivanov Milev,Male,48.0,178.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"['Rapid-Fire Pistol, 25 metres']",['Did Not Place'],"Rapid-Fire Pistol, 25 metres: Did Not Place"
79881,Cody Miller,Male,24.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 100 metres Medley Relay', '100 metres Breaststroke']","['Bronze', 'Gold']",4 x 100 metres Medley Relay: Gold; 100 metres Breaststroke: Bronze
79922,"Matthew ""Matt"" Miller",Male,27.0,196.0,99.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxless Fours'],['Did Not Place'],Coxless Fours: Did Not Place
79945,Heather Miller-Koch,Female,29.0,175.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Heptathlon'],['Did Not Place'],Heptathlon: Did Not Place
81160,Frank Aniello Molinaro,Male,27.0,163.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"['Welterweight, Freestyle']",['Did Not Place'],"Welterweight, Freestyle: Did Not Place"
81538,Clark Montgomery,Male,35.0,183.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"['ixed Three-Day Event, Team', 'ixed Three-Day Event, Individual']",['Did Not Place'],"ixed Three-Day Event, Individual: Did Not Place; ixed Three-Day Event, Team: Did Not Place"
81671,Maya April Moore,Female,27.0,183.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
82008,"Alexandra Patricia ""Alex"" Morgan",Female,27.0,173.0,62.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
82257,"Joseph ""Joe"" Morris",Male,26.0,178.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['Skiff'],['Did Not Place'],Skiff: Did Not Place
82271,Sandi Morris,Female,24.0,173.0,62.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Pole Vault'],['Silver'],Pole Vault: Silver
82418,Merrill Moses,Male,38.0,191.0,97.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Did Not Place'],Water Polo: Did Not Place
82865,Felice Mueller,Female,26.0,185.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxless Pairs'],['Did Not Place'],Coxless Pairs: Did Not Place
82900,Dalilah Muhammad,Female,26.0,173.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['400 metres Hurdles'],['Gold'],400 metres Hurdles: Gold
82901,Ibtihaj Muhammad,Female,30.0,170.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['Sabre, Individual', 'Sabre, Team']","['Did Not Place', 'Bronze']","Sabre, Team: Bronze; Sabre, Individual: Did Not Place"
83307,"Robert ""Rob"" Munn",Male,26.0,193.0,98.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Did Not Place'],Coxed Eights: Did Not Place
83514,Clayton Murphy,Male,21.0,180.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['800 metres'],['Bronze'],800 metres: Bronze
83534,Kelly Murphy,Female,26.0,188.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
83545,Ryan Murphy,Male,21.0,191.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['100 metres Backstroke', '4 x 100 metres Medley Relay', '200 metres Backstroke']",['Gold'],100 metres Backstroke: Gold; 4 x 100 metres Medley Relay: Gold; 200 metres Backstroke: Gold
83692,Meghan Musnicki,Female,33.0,183.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Gold'],Coxed Eights: Gold
83703,"Madeline ""Maddie"" Musselman",Female,18.0,181.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
84014,"Alexander Michael ""Alex"" Naddour",Male,25.0,170.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,"['Team All-Around', 'Floor Exercise', 'Rings', 'Pommelled Horse']","['Did Not Place', 'Bronze']",Team All-Around: Did Not Place; Floor Exercise: Did Not Place; Rings: Did Not Place; Pommelled Horse: Bronze
84586,Tyler Nase,Male,25.0,183.0,71.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Lightweight Coxless Fours'],['Did Not Place'],Lightweight Coxless Fours: Did Not Place
84965,Lia Neal,Female,21.0,178.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['4 x 100 metres Freestyle Relay'],['Silver'],4 x 100 metres Freestyle Relay: Silver
85037,Ashley Nee,Female,27.0,163.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"['Kayak Singles, Slalom']",['Did Not Place'],"Kayak Singles, Slalom: Did Not Place"
85507,Kiley Neushul,Female,23.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
86571,Folau Moeloa Niua,Male,31.0,183.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
87356,John Hamilton Nunn,Male,38.0,188.0,78.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['50 kilometres Walk'],['Did Not Place'],50 kilometres Walk: Did Not Place
87436,Barbara Udoezi Nwaba,Female,27.0,175.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Heptathlon'],['Did Not Place'],Heptathlon: Did Not Place
87691,Paula Lynn Parrocho  Obanana,Female,31.0,160.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,['Doubles'],['Did Not Place'],Doubles: Did Not Place
87764,Alex Obert,Male,24.0,196.0,105.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Did Not Place'],Water Polo: Did Not Place
87911,Glenn Ochal,Male,30.0,194.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Did Not Place'],Coxed Eights: Did Not Place
87956,"Kathleen ""Katie"" O'Donnell-Bam",Female,27.0,155.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
88226,Kelley Maureen O'Hara,Female,27.0,165.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
88373,"Samuel ""Sam"" Ojserkis",Male,26.0,173.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Did Not Place'],Coxed Eights: Did Not Place
88474,Courtney Okolo,Female,22.0,173.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['4 x 400 metres Relay'],['Gold'],4 x 400 metres Relay: Gold
88555,Meghan O'Leary,Female,31.0,183.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Double Sculls'],['Did Not Place'],Double Sculls: Did Not Place
89439,Keturah Orji,Female,20.0,165.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Triple Jump'],['Did Not Place'],Triple Jump: Did Not Place
90604,Caleb Paine,Male,25.0,191.0,98.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['One Person Heavyweight Dinghy'],['Bronze'],One Person Heavyweight Dinghy: Bronze
91769,Jessica Parratto,Female,22.0,157.0,51.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,"['Platform', 'Synchronized Platform']",['Did Not Place'],Synchronized Platform: Did Not Place; Platform: Did Not Place
91882,Pedro Pascual Suitt,Male,20.0,185.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['Windsurfer'],['Did Not Place'],Windsurfer: Did Not Place
92027,Lydia Paterson,Female,19.0,163.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"['Air Pistol, 10 metres']",['Did Not Place'],"Air Pistol, 10 metres: Did Not Place"
92105,Casey Patterson,Male,36.0,198.0,89.0,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,['Beach Volleyball'],['Did Not Place'],Beach Volleyball: Did Not Place
92125,Kara Estelle Patterson-Winger,Female,30.0,183.0,83.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Javelin Throw'],['Did Not Place'],Javelin Throw: Did Not Place
92531,Jacob Pebley,Male,22.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['200 metres Backstroke'],['Did Not Place'],200 metres Backstroke: Did Not Place
93605,Kasey Perry-Glass,Female,28.0,163.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"['ixed Dressage, Team', 'ixed Dressage, Individual']","['Did Not Place', 'Bronze']","ixed Dressage, Team: Bronze; ixed Dressage, Individual: Did Not Place"
93840,Steffen Peters,Male,51.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"['ixed Dressage, Team', 'ixed Dressage, Individual']","['Did Not Place', 'Bronze']","ixed Dressage, Team: Bronze; ixed Dressage, Individual: Did Not Place"
94406,"Michael Fred Phelps, II",Male,31.0,193.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 100 metres Freestyle Relay', '4 x 100 metres Medley Relay', '200 metres Individual Medley', '200 metres Butterfly', '4 x 200 metres Freestyle Relay', '100 metres Butterfly']","['Silver', 'Gold']",4 x 100 metres Freestyle Relay: Gold; 200 metres Butterfly: Gold; 200 metres Individual Medley: Gold; 4 x 200 metres Freestyle Relay: Gold; 4 x 100 metres Medley Relay: Gold; 100 metres Butterfly: Silver
94505,Taylor Phinney,Male,26.0,196.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"['Individual Time Trial', 'Road Race, Individual']",['Did Not Place'],"Individual Time Trial: Did Not Place; Road Race, Individual: Did Not Place"
94713,Blake Pieroni,Male,20.0,188.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['4 x 100 metres Freestyle Relay'],['Gold'],4 x 100 metres Freestyle Relay: Gold
94882,Gerina Michelle Piller (Mendoza-),Female,31.0,170.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,['Individual'],['Did Not Place'],Individual: Did Not Place
95002,Ben Pinkelman,Male,22.0,193.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
95168,Elena Sergeyevna Pirozhkova,Female,29.0,168.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"['Middleweight, Freestyle']",['Did Not Place'],"Middleweight, Freestyle: Did Not Place"
95532,David Edward Plummer,Male,30.0,191.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['100 metres Backstroke', '4 x 100 metres Medley Relay']","['Bronze', 'Gold']",4 x 100 metres Medley Relay: Gold; 100 metres Backstroke: Bronze
95862,Amanda Polk,Female,30.0,180.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Gold'],Coxed Eights: Gold
96020,Sattawat Pongnairat,Male,26.0,180.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,['Doubles'],['Did Not Place'],Doubles: Did Not Place
96315,"Jeffrey Issack ""Jeff"" Porter",Male,30.0,183.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['110 metres Hurdles'],['Did Not Place'],110 metres Hurdles: Did Not Place
96399,Alise Rose Post,Female,25.0,158.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,['BMX'],['Silver'],BMX: Silver
96488,Jillion Paige  Potter,Female,30.0,178.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
96737,Jenna Prandini,Female,23.0,173.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['200 metres'],['Did Not Place'],200 metres: Did Not Place
96857,Robin Prendes,Male,27.0,186.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Lightweight Coxless Fours'],['Did Not Place'],Lightweight Coxless Fours: Did Not Place
96858,Josh Prenot,Male,23.0,180.0,76.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['200 metres Breaststroke'],['Silver'],200 metres Breaststroke: Silver
96874,Nzingha Prescod,Female,23.0,163.0,62.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['Foil, Individual']",['Did Not Place'],"Foil, Individual: Did Not Place"
96878,Christen Annemarie Press,Female,27.0,168.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
96938,DeAnna Marie Price,Female,23.0,173.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Hammer Throw'],['Did Not Place'],Hammer Throw: Did Not Place
96957,William Reid Priddy,Male,38.0,194.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
97249,Briana Provancha,Female,27.0,170.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['Two Person Dinghy'],['Did Not Place'],Two Person Dinghy: Did Not Place
97256,"Benjamin Errol ""Ben"" Provisor",Male,26.0,173.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"['Light-Heavyweight, Greco-Roman']",['Did Not Place'],"Light-Heavyweight, Greco-Roman: Did Not Place"
97313,Jason Pryor,Male,28.0,175.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['epee, Individual']",['Did Not Place'],"epee, Individual: Did Not Place"
97428,Mallory Diane Pugh,Female,18.0,163.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
97895,Colleen Quigley,Female,23.0,175.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['3,000 metres Steeplechase']",['Did Not Place'],"3,000 metres Steeplechase: Did Not Place"
98410,Paige Railey,Female,29.0,173.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['One Person Dinghy'],['Did Not Place'],One Person Dinghy: Did Not Place
98437,"Alexandra Rose ""Aly"" Raisman",Female,22.0,157.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,"['Individual All-Around', 'Team All-Around', 'Floor Exercise', 'Uneven Bars', 'Balance Beam']","['Silver', 'Did Not Place', 'Gold']",Floor Exercise: Silver; Uneven Bars: Did Not Place; Individual All-Around: Silver; Balance Beam: Did Not Place; Team All-Around: Gold
98552,Rajeev Ram,Male,32.0,193.0,84.0,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,"['ixed Doubles', 'Doubles']","['Silver', 'Did Not Place']",Doubles: Did Not Place; ixed Doubles: Silver
98926,Megan Anna Rapinoe,Female,31.0,168.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
99522,Patrick Nathaniel Reed,Male,25.0,183.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,['Individual'],['Did Not Place'],Individual: Did Not Place
99538,Brittney Davon Reese,Female,29.0,173.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Long Jump'],['Silver'],Long Jump: Silver
99568,Emily Regan,Female,28.0,188.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Gold'],Coxed Eights: Gold
99815,Julia Reinprecht,Female,25.0,161.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
99816,"Katherine ""Katie"" Reinprecht",Female,26.0,163.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
100315,"Kimberly Susan ""Kim"" Rhode (-Harryman)",Female,37.0,163.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,['Skeet'],['Bronze'],Skeet: Bronze
100588,Joshua Richmond,Male,30.0,188.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,['Double Trap'],['Did Not Place'],Double Trap: Did Not Place
101292,Gil Roberts,Male,27.0,188.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['400 metres', '4 x 400 metres Relay']","['Did Not Place', 'Gold']",4 x 400 metres Relay: Gold; 400 metres: Did Not Place
101381,Ricky Robertson,Male,25.0,180.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['High Jump'],['Did Not Place'],High Jump: Did Not Place
101421,Byron Robinson,Male,21.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['400 metres Hurdles'],['Did Not Place'],400 metres Hurdles: Did Not Place
101454,Kelsey Robinson,Female,24.0,188.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
101488,Sarah Elizabeth Robles,Female,28.0,178.0,141.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,['Super-Heavyweight'],['Bronze'],Super-Heavyweight: Bronze
101632,"Michael ""Mike"" Rodgers",Male,31.0,175.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['4 x 100 metres Relay'],['Did Not Place'],4 x 100 metres Relay: Did Not Place
101894,Alex Roelse,Male,21.0,204.0,115.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Did Not Place'],Water Polo: Did Not Place
102103,Monica Rokhman,Female,19.0,173.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,['Group'],['Did Not Place'],Group: Did Not Place
102175,Brianna Rollins,Female,24.0,165.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['100 metres Hurdles'],['Gold'],100 metres Hurdles: Gold
102679,April Elizabeth Ross,Female,34.0,185.0,75.0,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,['Beach Volleyball'],['Bronze'],Beach Volleyball: Bronze
103025,Shannon Nicole Rowbury,Female,31.0,166.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['1,500 metres']",['Did Not Place'],"1,500 metres: Did Not Place"
103469,Henrik Rummel,Male,28.0,196.0,97.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxless Fours'],['Did Not Place'],Coxless Fours: Did Not Place
103490,Cierra Runge,Female,20.0,193.0,85.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['4 x 200 metres Freestyle Relay'],['Gold'],4 x 200 metres Freestyle Relay: Gold
103528,Galen Rupp,Male,30.0,181.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['Marathon', '10,000 metres']","['Did Not Place', 'Bronze']","10,000 metres: Did Not Place; Marathon: Bronze"
103595,Aaron Russell,Male,23.0,206.0,93.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
103608,Gary Antuanne Russell,Male,20.0,173.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,['Light-Welterweight'],['Did Not Place'],Light-Welterweight: Did Not Place
103801,Sean Ryan,Male,23.0,191.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['10 kilometres Open Water'],['Did Not Place'],10 kilometres Open Water: Did Not Place
